priority_rank,customer_id,segment,label,risk_score,dominant_modality,next_best_action,contributing_text,contributing_voice,contributing_txn,text_score,text_label,text_snippet,voice_score,voice_label,transcript_snippet,txn_score,top_txn_features
87,CUST00864,mobile_app_user,1,0.4047,txn,Verify and process pending reversal; contact customer to confirm resolution.,0.4255,,1.6428,0.18155083060264587,other,"Thank you for resolving my last complaint quickly, I appreciate the support.",,,,0.5591561605160298,"[[""avg_resolution_delay"", 0.3774], [""app_sessions_change"", 0.3472], [""txn_frequency_change"", 0.269]]"
88,CUST00125,mobile_app_user,1,0.4024,text,Review recent charges and call the customer to explain or reverse.,1.2687,0.161,0.6288,0.5826148986816406,unfair_charge,"I noticed an unfair maintenance charge of 1,500 naira on 18 August that seems too high for this month.",0.42996808886528015,delayed_refund,"i am still waiting for 25,000 naira reversal from 06 August please when will it enter my account",0.23037092306526108,"[[""avg_resolution_delay"", -0.147], [""txn_frequency_change"", -0.1369], [""app_sessions_change"", -0.0854]]"
89,CUST00224,mobile_app_user,1,0.3986,text,No urgent action; continue routine monitoring.,1.2709,0.16,0.6118,0.5836144685745239,app_downtime,"Your app keeps crashing whenever I try to log in, this has been happening since 28 July and it is frustrating.",0.4272851347923279,delayed_refund,"please my refund of 12,000 naira since 18 August has not come i have been calling since",0.22415153173946256,"[[""txn_frequency_change"", -0.2066], [""avg_resolution_delay"", -0.1915], [""app_sessions_change"", -0.0569]]"
90,CUST00199,mobile_app_user,0,0.3968,txn,No urgent action; continue routine monitoring.,,,2.035,,,,,,,0.3852981028723498,"[[""txn_frequency_change"", 0.2088], [""app_sessions_change"", 0.1465], [""failed_transfers_count"", -0.0618]]"
91,CUST00017,ussd_user,1,0.395,text,No urgent action; continue routine monitoring.,1.363,,0.6645,0.5815497636795044,other,"I tried to send 65,000 naira through the mobile app on.",,,,0.2261901073214708,"[[""txn_frequency_change"", -0.2311], [""avg_resolution_delay"", -0.194], [""app_sessions_change"", -0.104]]"
92,CUST00402,mobile_app_user,0,0.3941,text,No urgent action; continue routine monitoring.,1.2702,0.1508,0.6028,0.5833057761192322,app_downtime,"I sent money using USSD on 30 July and it said the transaction failed, but my balance still went down by 65,000 naira.",0.4027130603790283,app_downtime,the ussd is not working since 16 August please when will this be fixed,0.22083940564471527,"[[""txn_frequency_change"", -0.3603], [""avg_resolution_delay"", -0.2486], [""days_since_last_complaint"", 0.2033]]"
93,CUST00019,ussd_user,0,0.3914,text,No urgent action; continue routine monitoring.,1.1491,0.151,0.7125,0.5277189612388611,app_downtime,"Your app keeps crashing whenever I try to log in,.",0.40325891971588135,app_downtime,the app has been down since 31 July,0.26102764024259695,"[[""days_since_last_complaint"", 0.2221], [""avg_resolution_delay"", -0.199], [""app_sessions_change"", -0.1703]]"
94,CUST00769,mobile_app_user,0,0.385,text,No urgent action; continue routine monitoring.,1.263,,0.7229,0.5388662815093994,failed_transaction,"I was promised a refund of 8,000 naira after 15 July but nothing has come into my account yet.",,,,0.2460553033740655,"[[""app_sessions_change"", -0.1257], [""failed_transfers_count"", -0.0618], [""txn_frequency_change"", -0.0608]]"
95,CUST00713,ussd_user,0,0.3847,text,No urgent action; continue routine monitoring.,1.3114,,0.673,0.5595350861549377,other,"I got an alert for 100,000 naira debited from my.",,,,0.22907553894219151,"[[""avg_resolution_delay"", -0.2561], [""txn_frequency_change"", -0.1542], [""failed_transfers_count"", -0.0618]]"
96,CUST00500,ussd_user,1,0.3822,text,No urgent action; continue routine monitoring.,1.2644,0.1544,0.5549,0.5806339979171753,other,"I tried to send 25,000 naira through the mobile app on.",0.41224753856658936,unfair_charge,i was charged twice on 31 July that is,0.20330979172003316,"[[""txn_frequency_change"", -0.2092], [""avg_resolution_delay"", -0.199], [""app_sessions_change"", -0.1145]]"
97,CUST00650,ussd_user,0,0.381,text,No urgent action; continue routine monitoring.,1.363,,0.6055,0.5815497636795044,other,"I tried to send 65,000 naira through the mobile app on.",,,,0.2061134449862783,"[[""txn_frequency_change"", -0.2799], [""avg_resolution_delay"", -0.1823], [""failed_transfers_count"", -0.0618]]"
98,CUST00257,ussd_user,0,0.3805,text,No urgent action; continue routine monitoring.,1.9667,,,0.3723587393760681,delayed_refund,"I am still waiting for a refund of 65,000 naira from.",,,,,
99,CUST00235,mobile_app_user,1,0.3771,txn,No urgent action; continue routine monitoring.,,0.1562,1.796,,,,0.24502062797546387,other,good afternoon i just want to confirm my balance thank you,0.3866954462740383,"[[""txn_frequency_change"", 0.2513], [""avg_resolution_delay"", 0.2256], [""app_sessions_change"", -0.1925]]"
100,CUST00608,mobile_app_user,1,0.376,voice,No urgent action; continue routine monitoring.,,1.9473,,,,,0.368688702583313,other,i just want to update my phone number when you are less busy,,
101,CUST00742,ussd_user,0,0.3744,text,No urgent action; continue routine monitoring.,1.2644,0.0854,0.5911,0.5806339383125305,other,"I tried to send 25,000 naira through the mobile app on.",0.22792907059192657,other,thank you for helping me,0.21655280889954756,"[[""txn_frequency_change"", -0.2034], [""app_sessions_change"", -0.1688], [""avg_resolution_delay"", -0.0984]]"
102,CUST00795,mobile_app_user,0,0.3723,txn,No urgent action; continue routine monitoring.,,,1.9315,,,,,,,0.3656935382268075,"[[""avg_resolution_delay"", 0.463], [""txn_frequency_change"", -0.2507], [""declines_count"", 0.075]]"
103,CUST00654,mobile_app_user,0,0.3721,text,No urgent action; continue routine monitoring.,1.2732,0.1601,0.4975,0.5846793055534363,unfair_charge,"I could not use my card to pay 100,000 naira online on 10 August, it kept getting declined for no reason.",0.42742207646369934,other,"why did you charge me 12,000 naira extra on 07 August nobody explained this fee to me before",0.1822777422776181,"[[""txn_frequency_change"", -0.4817], [""avg_resolution_delay"", -0.1806], [""app_sessions_change"", -0.1181]]"
104,CUST00610,mobile_app_user,0,0.3714,text,No urgent action; continue routine monitoring.,1.2731,0.0928,0.562,0.5846419930458069,unfair_charge,"I noticed an unfair maintenance charge of 12,000 naira on 04 August that seems too high for this month.",0.24765735864639282,other,thank you for helping me last time everything is fine now,0.2058904007250364,"[[""txn_frequency_change"", -0.4114], [""avg_resolution_delay"", -0.1], [""failed_transfers_count"", -0.0618]]"
105,CUST00711,mobile_app_user,1,0.3712,text,No urgent action; continue routine monitoring.,1.2732,0.1628,0.4909,0.5846721529960632,unfair_charge,"I noticed an unfair maintenance charge of 25,000 naira on 30 July that seems too high for this month.",0.43464264273643494,delayed_refund,"i am still waiting for 8,000 naira reversal from 03 August please when will it enter my account",0.17985826271340832,"[[""txn_frequency_change"", -0.3779], [""avg_resolution_delay"", -0.1881], [""app_sessions_change"", -0.086]]"
106,CUST00462,ussd_user,0,0.3703,text,No urgent action; continue routine monitoring.,1.2497,0.1511,0.5223,0.5739145278930664,failed_transaction,My card got blocked after a failed transaction on 14 August.,0.4034731686115265,app_downtime,the app has been down since 21 July,0.19134659336831847,"[[""txn_frequency_change"", -0.3098], [""avg_resolution_delay"", -0.168], [""app_sessions_change"", -0.1512]]"
107,CUST00833,ussd_user,0,0.3687,text,No urgent action; continue routine monitoring.,1.6063,0.3101,,0.35643383860588074,other,I would like to update my phone.,0.40005508065223694,app_downtime,the ussd is not working since 24,,
108,CUST00133,mobile_app_user,1,0.3665,txn,No urgent action; continue routine monitoring.,0.6201,,1.2867,0.2645656168460846,other,"Just checking my account balance and recent transactions, everything looks fine.",,,,0.4379531365834861,"[[""avg_resolution_delay"", 0.2432], [""txn_frequency_change"", 0.1945], [""failed_transfers_count"", 0.0905]]"
109,CUST00318,ussd_user,0,0.3659,text,No urgent action; continue routine monitoring.,1.321,,0.5833,0.563623309135437,unfair_charge,"I noticed an unfair maintenance charge of 1,500 naira.",,,,0.19853341368147573,"[[""txn_frequency_change"", -0.3752], [""avg_resolution_delay"", -0.1554], [""app_sessions_change"", -0.1113]]"
110,CUST00390,mobile_app_user,1,0.3615,txn,No urgent action; continue routine monitoring.,,0.2924,1.5927,,,,0.45888081192970276,unfair_charge,"i was charged twice on 10 August that is like 25,000 naira extra please can you check it",0.3429320000770093,"[[""txn_frequency_change"", -0.1939], [""app_sessions_change"", 0.1501], [""failed_transfers_count"", 0.0905]]"
111,CUST00823,ussd_user,0,0.3609,text,No urgent action; continue routine monitoring.,1.8826,,,0.35643383860588074,other,I would like to update my phone.,,,,,
112,CUST00659,ussd_user,1,0.3601,text,No urgent action; continue routine monitoring.,1.5968,0.2822,,0.3543267548084259,other,I wanted to confirm my new debit.,0.3641052842140198,delayed_refund,"please my refund of 25,000 naira since 22",,
113,CUST00216,mobile_app_user,1,0.3593,text,No urgent action; continue routine monitoring.,1.327,,0.5486,0.5662005543708801,other,"I got an alert for 8,000 naira debited from my account on 28 July that I never did, please investigate.",,,,0.18671931863809618,"[[""txn_frequency_change"", -0.4186], [""avg_resolution_delay"", -0.293], [""days_since_last_complaint"", 0.1722]]"
114,CUST00085,ussd_user,0,0.3581,text,No urgent action; continue routine monitoring.,0.9636,,0.9069,0.41111472249031067,other,I'm satisfied with how my last.,,,,0.30867677177701197,"[[""txn_frequency_change"", 0.2636], [""avg_resolution_delay"", -0.2486], [""failed_transfers_count"", -0.0618]]"
115,CUST00400,ussd_user,1,0.3564,txn,No urgent action; continue routine monitoring.,,0.2661,1.5967,,,,0.417556494474411,unfair_charge,i was charged twice on 14 August that is,0.3437934085306441,"[[""avg_resolution_delay"", 0.4127], [""txn_frequency_change"", -0.1488], [""app_sessions_change"", -0.1344]]"
116,CUST00364,mobile_app_user,1,0.3514,txn,No urgent action; continue routine monitoring.,,0.2636,1.5776,,,,0.4135974049568176,card_declined,"the atm rejected my card since 12 August it kept saying insufficient funds but i had 1,500 naira",0.33967009207113585,"[[""app_sessions_change"", -0.3218], [""avg_resolution_delay"", 0.2608], [""txn_frequency_change"", 0.178]]"
117,CUST00249,mobile_app_user,0,0.3495,text,No urgent action; continue routine monitoring.,1.3676,,0.4651,0.5835167765617371,app_downtime,"Your app keeps crashing whenever I try to log in, this has been happening since 30 July and it is frustrating.",,,,0.15831971073975384,"[[""txn_frequency_change"", -0.6474], [""avg_resolution_delay"", -0.126], [""failed_transfers_count"", -0.0618]]"
118,CUST00011,mobile_app_user,0,0.3463,text,No urgent action; continue routine monitoring.,1.2699,0.1743,0.3744,0.5831687450408936,app_downtime,"Your app keeps crashing whenever I try to log in, this has been happening since 16 July and it is frustrating.",0.4654696583747864,unfair_charge,"i was charged twice on 08 August that is like 12,000 naira extra please can you check it",0.13716844585446128,"[[""txn_frequency_change"", -0.5918], [""app_sessions_change"", -0.2409], [""avg_resolution_delay"", -0.2301]]"
119,CUST00618,mobile_app_user,1,0.3412,txn,No urgent action; continue routine monitoring.,,0.2625,1.5337,,,,0.41191911697387695,card_declined,"the atm rejected my card since 15 August it kept saying insufficient funds but i had 100,000 naira",0.3302164061053111,"[[""days_since_last_complaint"", 0.2416], [""app_sessions_change"", -0.107], [""avg_resolution_delay"", -0.0925]]"
120,CUST00588,ussd_user,1,0.3409,text,No urgent action; continue routine monitoring.,1.2677,,0.5272,0.5408719182014465,other,"I was charged 100,000 naira in hidden fees on.",,,,0.17943857610411296,"[[""avg_resolution_delay"", -0.2888], [""txn_frequency_change"", -0.2244], [""app_sessions_change"", -0.1443]]"
121,CUST00388,mobile_app_user,1,0.3409,text,No urgent action; continue routine monitoring.,0.9147,0.1381,0.7419,0.4200565218925476,other,"The USSD code has not been working since 07 August, I cannot do any transaction at all.",0.368688702583313,other,i just want to update my phone number when you are less busy,0.2717995901904516,"[[""avg_resolution_delay"", -0.1286], [""app_sessions_change"", -0.1083], [""txn_frequency_change"", 0.0697]]"
122,CUST00341,mobile_app_user,0,0.3394,text,No urgent action; continue routine monitoring.,1.2882,0.0918,0.4082,0.5915964245796204,failed_transaction,"Why was I charged 25,000 naira in SMS/alert fees on 04 August, this is more than what I was told.",0.24502062797546387,other,good afternoon i just want to confirm my balance thank you,0.1495617930217565,"[[""txn_frequency_change"", -0.66], [""avg_resolution_delay"", -0.1923], [""app_sessions_change"", -0.125]]"
123,CUST00141,mobile_app_user,1,0.339,text,No urgent action; continue routine monitoring.,1.2552,,0.5311,0.5355439782142639,card_declined,"My debit card was declined at the POS terminal on 16 July even though I had up to 65,000 naira in my account.",,,,0.18076493651839326,"[[""txn_frequency_change"", -0.4938], [""avg_resolution_delay"", -0.1831], [""app_sessions_change"", -0.1084]]"
124,CUST00439,mobile_app_user,0,0.3372,txn,No urgent action; continue routine monitoring.,0.317,,1.4614,0.1352357566356659,other,"Please can you confirm if my salary alert came in today, thank you.",,,,0.49742171706415567,"[[""avg_resolution_delay"", 0.536], [""txn_frequency_change"", 0.2004], [""app_sessions_change"", -0.0407]]"
125,CUST00120,ussd_user,0,0.3354,text,No urgent action; continue routine monitoring.,1.3274,,0.4427,0.566335916519165,unfair_charge,"I noticed an unfair maintenance charge of 8,000 naira.",,,,0.15069916022645094,"[[""txn_frequency_change"", -0.5005], [""app_sessions_change"", -0.3258], [""avg_resolution_delay"", -0.2007]]"
126,CUST00573,mobile_app_user,0,0.3337,txn,No urgent action; continue routine monitoring.,,,1.7625,,,,,,,0.33370939618161544,"[[""app_sessions_change"", -0.2417], [""txn_frequency_change"", 0.2296], [""days_since_last_complaint"", 0.1861]]"
127,CUST00698,mobile_app_user,0,0.3299,text,No urgent action; continue routine monitoring.,0.9304,0.1602,0.6549,0.4272524416446686,delayed_refund,"The NIP transfer I did on 13 July for 100,000 naira failed but I have not been reversed since then.",0.4276728630065918,delayed_refund,"please my refund of 100,000 naira since 12 August has not come i have been calling since",0.23991104207476527,"[[""avg_resolution_delay"", -0.2183], [""days_since_last_complaint"", 0.1502], [""txn_frequency_change"", -0.1384]]"
128,CUST00207,ussd_user,1,0.3289,text,No urgent action; continue routine monitoring.,1.0453,0.1542,0.5415,0.4800334572792053,delayed_refund,"My money of 1,500 naira has not been returned.",0.41171979904174805,other,"why did you charge me 65,000 naira extra on",0.19837545124904848,"[[""txn_frequency_change"", -0.4455], [""avg_resolution_delay"", -0.1806], [""days_since_last_complaint"", 0.1072]]"
129,CUST00310,mobile_app_user,0,0.3232,text,No urgent action; continue routine monitoring.,0.9942,0.1764,0.5443,0.45656853914260864,failed_transaction,"I was promised a refund of 5,000 naira after 29 July but nothing has come into my account yet.",0.4709794223308563,unauthorised_deduction,"please i saw a debit of 8,000 naira i did not do this on 23 July i need this checked urgently",0.19941921548556013,"[[""txn_frequency_change"", -0.2805], [""app_sessions_change"", -0.1921], [""avg_resolution_delay"", -0.1151]]"
130,CUST00084,mobile_app_user,0,0.3173,text,No urgent action; continue routine monitoring.,1.0641,,0.624,0.45399340987205505,failed_transaction,"My bank transfer of 1,500 naira did not go through on 21 August, the money left my account but the receiver never got it.",,,,0.21238061910296518,"[[""txn_frequency_change"", -0.3189], [""avg_resolution_delay"", -0.142], [""failed_transfers_count"", -0.0618]]"
131,CUST00712,mobile_app_user,1,0.3171,text,No urgent action; continue routine monitoring.,1.0148,,0.672,0.4329823851585388,unfair_charge,"I was charged 5,000 naira in hidden fees on 20 August that nobody explained to me before now.",,,,0.22872102775410455,"[[""txn_frequency_change"", -0.1685], [""avg_resolution_delay"", -0.1403], [""failed_transfers_count"", -0.0618]]"
132,CUST00403,ussd_user,0,0.3151,text,No urgent action; continue routine monitoring.,1.4206,0.2569,,0.31522080302238464,other,Just checking my account balance and.,0.33147820830345154,other,good afternoon i just want,,
133,CUST00362,ussd_user,0,0.3096,text,No urgent action; continue routine monitoring.,0.8675,,0.7847,0.37012627720832825,unfair_charge,"I was charged 12,000 naira in hidden fees on.",,,,0.26708499781007305,"[[""avg_resolution_delay"", -0.1277], [""txn_frequency_change"", -0.0407], [""app_sessions_change"", -0.0341]]"
134,CUST00001,mobile_app_user,0,0.3095,text,No urgent action; continue routine monitoring.,1.2493,,0.4025,0.5330202579498291,unfair_charge,"Why was I charged 40,000 naira in SMS/alert fees on 21 July, this is more than what I was told.",,,,0.13699761562744397,"[[""txn_frequency_change"", -0.683], [""avg_resolution_delay"", -0.2586], [""app_sessions_change"", -0.0813]]"
135,CUST00526,mobile_app_user,0,0.305,text,No urgent action; continue routine monitoring.,1.6302,,,0.30866000056266785,other,I would like to update my phone number linked to my account when convenient.,,,,,
136,CUST00293,mobile_app_user,0,0.3049,text,No urgent action; continue routine monitoring.,0.9299,0.1654,0.5349,0.4270274043083191,delayed_refund,"I was promised a refund of 8,000 naira after 26 July but nothing has come into my account yet.",0.4415051341056824,other,"i sent money since 15 August the app say failed but my balance don reduce by 65,000 naira please help me",0.19595501354170747,"[[""avg_resolution_delay"", -0.2083], [""txn_frequency_change"", -0.1934], [""app_sessions_change"", -0.1737]]"
137,CUST00543,mobile_app_user,1,0.3038,txn,No urgent action; continue routine monitoring.,0.317,,1.3077,0.1352357566356659,other,"Please can you confirm if my salary alert came in today, thank you.",,,,0.44512035934522226,"[[""avg_resolution_delay"", 0.2222], [""txn_frequency_change"", 0.1297], [""failed_transfers_count"", 0.1286]]"
138,CUST00150,ussd_user,0,0.3032,text,No urgent action; continue routine monitoring.,0.8165,0.1368,0.6687,0.3749644458293915,delayed_refund,"I was promised a refund of 12,000 naira after.",0.3652481734752655,delayed_refund,"please my refund of 40,000 naira since 22",0.24496636708237413,"[[""avg_resolution_delay"", -0.2116], [""app_sessions_change"", -0.1492], [""failed_transfers_count"", -0.0618]]"
139,CUST00628,mobile_app_user,0,0.3032,text,No urgent action; continue routine monitoring.,0.8761,,0.7459,0.37377864122390747,other,"I wanted to confirm my new debit card has been activated, thanks for the help.",,,,0.2538763749988235,"[[""avg_resolution_delay"", -0.1714], [""app_sessions_change"", -0.0875], [""failed_transfers_count"", -0.0618]]"
140,CUST00678,mobile_app_user,1,0.3016,text,No urgent action; continue routine monitoring.,1.0014,,0.6131,0.42727896571159363,delayed_refund,"I was promised a refund of 40,000 naira after 24 July but nothing has come into my account yet.",,,,0.2086921338519441,"[[""avg_resolution_delay"", -0.2771], [""txn_frequency_change"", -0.2285], [""app_sessions_change"", -0.1443]]"
141,CUST00444,ussd_user,0,0.2997,text,No urgent action; continue routine monitoring.,0.8354,,0.7701,0.35643383860588074,other,I would like to update my phone.,,,,0.2621285820821319,"[[""avg_resolution_delay"", -0.1672], [""failed_transfers_count"", -0.0618], [""txn_frequency_change"", -0.0261]]"
142,CUST00607,mobile_app_user,1,0.2994,text,No urgent action; continue routine monitoring.,0.8843,0.1548,0.5649,0.40610072016716003,delayed_refund,"My money of 8,000 naira has not been returned since 23 August even though the transaction did not complete.",0.41320350766181946,card_declined,"the atm rejected my card since 27 July it kept saying insufficient funds but i had 1,500 naira",0.20695689694772768,"[[""avg_resolution_delay"", -0.2528], [""app_sessions_change"", -0.162], [""txn_frequency_change"", -0.0682]]"
143,CUST00345,ussd_user,1,0.2911,txn,No urgent action; continue routine monitoring.,,0.2597,1.3041,,,,0.40742653608322144,other,"why did you charge me 1,500 naira extra on",0.2808005520481129,"[[""avg_resolution_delay"", -0.1529], [""failed_transfers_count"", -0.0618], [""days_since_last_complaint"", 0.0551]]"
144,CUST00095,ussd_user,1,0.2843,text,No urgent action; continue routine monitoring.,0.9139,,0.6167,0.38994118571281433,other,The bank charged me twice for the same.,,,,0.20991335081843182,"[[""txn_frequency_change"", -0.2773], [""avg_resolution_delay"", -0.168], [""app_sessions_change"", -0.1177]]"
145,CUST00423,ussd_user,1,0.2814,text,No urgent action; continue routine monitoring.,0.8337,0.1171,0.5656,0.38286474347114563,card_declined,My debit card was declined at the POS terminal on 10.,0.3126732409000397,other,please can you send me,0.20722116957856648,"[[""avg_resolution_delay"", -0.2939], [""app_sessions_change"", -0.1228], [""txn_frequency_change"", -0.0933]]"
146,CUST00710,mobile_app_user,0,0.2804,text,No urgent action; continue routine monitoring.,0.8139,0.1584,0.5395,0.37377864122390747,other,"I wanted to confirm my new debit card has been activated, thanks for the help.",0.42286306619644165,app_downtime,the app has been down since 21 July i cannot send money at all please fix it,0.19764543495282805,"[[""txn_frequency_change"", -0.4331], [""avg_resolution_delay"", -0.1428], [""days_since_last_complaint"", -0.0311]]"
147,CUST00740,ussd_user,0,0.2756,txn,No urgent action; continue routine monitoring.,,,1.4878,,,,,,,0.2816987767824542,"[[""txn_frequency_change"", -0.1995], [""app_sessions_change"", -0.0904], [""avg_resolution_delay"", 0.0703]]"
148,CUST00411,ussd_user,0,0.2749,text,No urgent action; continue routine monitoring.,1.017,,0.4669,0.4339231252670288,other,I sent money using USSD on 04 August and it said.,,,,0.15893913369213364,"[[""txn_frequency_change"", -0.3904], [""avg_resolution_delay"", -0.2343], [""app_sessions_change"", -0.1847]]"
149,CUST00745,ussd_user,0,0.2747,txn,No urgent action; continue routine monitoring.,0.7388,,0.7444,0.31522080302238464,other,Just checking my account balance and.,,,,0.2533932382698821,"[[""days_since_last_complaint"", 0.4147], [""txn_frequency_change"", -0.3731], [""avg_resolution_delay"", -0.2553]]"
150,CUST00766,mobile_app_user,0,0.2745,text,No urgent action; continue routine monitoring.,0.8761,,0.606,0.37377864122390747,other,"I wanted to confirm my new debit card has been activated, thanks for the help.",,,,0.20627329370152095,"[[""txn_frequency_change"", -0.2823], [""avg_resolution_delay"", -0.1923], [""failed_transfers_count"", -0.0618]]"
151,CUST00072,ussd_user,0,0.2738,text,No urgent action; continue routine monitoring.,0.9636,,0.5151,0.41111472249031067,other,I'm satisfied with how my last.,,,,0.17532952292201504,"[[""txn_frequency_change"", -0.5313], [""avg_resolution_delay"", -0.1764], [""app_sessions_change"", -0.1085]]"
152,CUST00443,ussd_user,1,0.2733,text,No urgent action; continue routine monitoring.,0.878,,0.5978,0.37462833523750305,delayed_refund,"The reversal for my 65,000 naira failed transfer on.",,,,0.20348134450271405,"[[""txn_frequency_change"", -0.3022], [""avg_resolution_delay"", -0.2821], [""days_since_last_complaint"", 0.1274]]"
153,CUST00877,ussd_user,0,0.2699,text,No urgent action; continue routine monitoring.,0.8305,,0.6285,0.3543267548084259,other,I wanted to confirm my new debit.,,,,0.21393313940618408,"[[""txn_frequency_change"", -0.2845], [""avg_resolution_delay"", -0.1193], [""failed_transfers_count"", -0.0618]]"
154,CUST00047,mobile_app_user,0,0.2678,txn,No urgent action; continue routine monitoring.,,,1.4484,,,,,,,0.27422613695624426,"[[""avg_resolution_delay"", -0.1328], [""app_sessions_change"", -0.1025], [""failed_transfers_count"", -0.0618]]"
155,CUST00244,mobile_app_user,0,0.2645,txn,No urgent action; continue routine monitoring.,,0.235,1.1965,,,,0.368688702583313,other,i just want to update my phone number when you are less busy,0.25761426092776374,"[[""avg_resolution_delay"", -0.2116], [""app_sessions_change"", -0.1188], [""failed_transfers_count"", -0.0618]]"
156,CUST00451,ussd_user,0,0.2645,txn,No urgent action; continue routine monitoring.,0.5076,0.1654,0.7586,0.2330922782421112,other,The app has been working well.,0.44166502356529236,other,"somebody took 65,000 naira from my account on 29",0.2779156154067359,"[[""days_since_last_complaint"", 0.4443], [""txn_frequency_change"", -0.2431], [""avg_resolution_delay"", -0.2167]]"
157,CUST00350,mobile_app_user,0,0.2626,text,No urgent action; continue routine monitoring.,0.8761,,0.5454,0.37377864122390747,other,"I wanted to confirm my new debit card has been activated, thanks for the help.",,,,0.18564517089848104,"[[""txn_frequency_change"", -0.3993], [""avg_resolution_delay"", -0.1982], [""failed_transfers_count"", -0.0618]]"
158,CUST00157,ussd_user,0,0.2623,text,No urgent action; continue routine monitoring.,0.8354,,0.5848,0.35643383860588074,other,I would like to update my phone.,,,,0.19904097197981427,"[[""avg_resolution_delay"", -0.2477], [""txn_frequency_change"", -0.211], [""app_sessions_change"", -0.0915]]"
159,CUST00536,ussd_user,0,0.2605,text,No urgent action; continue routine monitoring.,0.7415,0.1431,0.526,0.3405230939388275,other,Please can you confirm if my.,0.3820650279521942,card_declined,my card was declined at the pos on 24 July,0.19271753733514313,"[[""txn_frequency_change"", -0.2847], [""app_sessions_change"", -0.1903], [""avg_resolution_delay"", -0.1655]]"
160,CUST00819,mobile_app_user,0,0.2566,txn,No urgent action; continue routine monitoring.,0.6651,,0.7253,0.2837611138820648,other,"The app has been working well for me lately, no issues to report.",,,,0.24688918582985506,"[[""txn_frequency_change"", -0.2248], [""app_sessions_change"", -0.1025], [""avg_resolution_delay"", -0.0967]]"
161,CUST00311,ussd_user,0,0.2556,text,No urgent action; continue routine monitoring.,0.7981,,0.5868,0.3405230939388275,other,Please can you confirm if my.,,,,0.1997302675784649,"[[""txn_frequency_change"", -0.3573], [""app_sessions_change"", -0.1417], [""avg_resolution_delay"", -0.0908]]"
162,CUST00201,mobile_app_user,0,0.2551,text,No urgent action; continue routine monitoring.,0.6721,0.17,0.5403,0.30866000056266785,other,I would like to update my phone number linked to my account when convenient.,0.4538024067878723,unfair_charge,"i was charged twice on 13 July that is like 1,500 naira extra please can you check it",0.19794244921348378,"[[""txn_frequency_change"", -0.2975], [""avg_resolution_delay"", -0.1949], [""app_sessions_change"", -0.1204]]"
163,CUST00434,ussd_user,0,0.2543,text,No urgent action; continue routine monitoring.,0.8305,,0.5476,0.3543267548084259,other,I wanted to confirm my new debit.,,,,0.18639601703823389,"[[""txn_frequency_change"", -0.5694], [""avg_resolution_delay"", -0.1764], [""days_since_last_complaint"", 0.1441]]"
164,CUST00058,ussd_user,0,0.2511,text,No urgent action; continue routine monitoring.,0.8305,,0.5306,0.3543267548084259,other,I wanted to confirm my new debit.,,,,0.18060647837777508,"[[""txn_frequency_change"", -0.3547], [""avg_resolution_delay"", -0.1823], [""app_sessions_change"", -0.1591]]"
165,CUST00602,ussd_user,0,0.25,txn,No urgent action; continue routine monitoring.,,,1.3552,,,,,,,0.2565845590742065,"[[""txn_frequency_change"", -0.2636], [""avg_resolution_delay"", -0.0883], [""app_sessions_change"", -0.0527]]"
166,CUST00148,ussd_user,0,0.2492,text,No urgent action; continue routine monitoring.,1.3513,,,0.2558504641056061,other,Thank you for resolving my last.,,,,,
167,CUST00606,ussd_user,0,0.2489,text,No urgent action; continue routine monitoring.,0.6864,0.1868,0.4763,0.31522080302238464,other,Just checking my account balance and.,0.4986060559749603,other,"please i saw a debit of 65,000 naira i did",0.1745077261339781,"[[""txn_frequency_change"", -0.3365], [""avg_resolution_delay"", -0.2662], [""app_sessions_change"", -0.1709]]"
168,CUST00806,ussd_user,0,0.2467,txn,No urgent action; continue routine monitoring.,,,1.3377,,,,,,,0.25326532474666913,"[[""txn_frequency_change"", -0.3035], [""days_since_last_complaint"", 0.2018], [""app_sessions_change"", -0.0981]]"
169,CUST00383,ussd_user,0,0.2419,txn,No urgent action; continue routine monitoring.,0.5571,0.1564,0.5981,0.2558504641056061,other,Thank you for resolving my last.,0.417556494474411,unfair_charge,i was charged twice on 14 August that is,0.2191131885519116,"[[""avg_resolution_delay"", -0.2209], [""txn_frequency_change"", -0.1538], [""app_sessions_change"", -0.1032]]"
170,CUST00875,ussd_user,0,0.2417,txn,No urgent action; continue routine monitoring.,0.5463,,0.7645,0.2330922782421112,other,The app has been working well.,,,,0.26022552851693337,"[[""avg_resolution_delay"", -0.2041], [""txn_frequency_change"", 0.0695], [""app_sessions_change"", -0.0679]]"
171,CUST00530,mobile_app_user,1,0.2415,text,No urgent action; continue routine monitoring.,0.7234,,0.586,0.30866000056266785,other,I would like to update my phone number linked to my account when convenient.,,,,0.19946601484660426,"[[""avg_resolution_delay"", -0.2335], [""app_sessions_change"", -0.1976], [""txn_frequency_change"", -0.1102]]"
172,CUST00242,ussd_user,0,0.2406,txn,No urgent action; continue routine monitoring.,0.5076,0.1171,0.6798,0.2330922782421112,other,The app has been working well.,0.3126732409000397,other,please can you send me,0.24903526656311012,"[[""avg_resolution_delay"", -0.1546], [""txn_frequency_change"", -0.1542], [""days_since_last_complaint"", 0.0885]]"
