customer_id,failed_transfers_count,declines_count,txn_frequency_change,app_sessions_change,days_since_last_complaint,avg_resolution_delay
CUST00478,0,0,0.0508,-0.1094,3.2,19.4
CUST00479,0,1,-0.0065,0.0744,175.7,13.9
CUST00480,1,2,-0.2847,-0.565,11.6,29.9
CUST00481,0,1,0.0593,-0.0624,245.7,19.0
CUST00482,0,0,-0.1292,-0.027,0.4,27.4
CUST00483,1,4,-0.3379,-0.4544,7.9,44.8
CUST00484,0,0,0.0412,0.099,14.0,5.8
CUST00485,1,1,0.1031,0.0246,69.3,25.8
CUST00486,1,2,-0.0795,-0.0273,6.6,85.6
CUST00487,0,0,0.1005,-0.0078,6.0,17.9
CUST00488,1,0,0.1061,0.0605,57.7,14.4
CUST00489,1,3,-0.3325,-0.4538,22.8,76.1
CUST00490,0,0,0.0535,0.041,2.0,0.4
CUST00491,0,0,0.1427,-0.1703,268.4,12.0
CUST00492,0,0,0.2975,0.0005,58.0,17.2
CUST00493,0,0,-0.0271,-0.0284,177.5,12.8
CUST00494,4,0,-0.4143,-0.2952,2.7,48.7
CUST00495,3,3,-0.297,-0.0743,3.0,54.3
CUST00496,0,0,0.104,0.0349,20.4,15.2
CUST00497,6,3,-0.1576,-0.5403,15.8,57.4
CUST00498,0,0,0.1161,0.0451,48.4,19.0
CUST00499,0,0,0.04,0.167,27.1,2.1
CUST00500,0,1,0.009,0.0236,14.8,12.6
CUST00501,0,1,0.1196,0.1597,67.7,30.2
CUST00502,2,1,0.0169,0.1403,163.3,0.9
CUST00503,0,1,-0.0072,0.1377,0.2,6.1
CUST00504,2,2,-0.1367,-0.2638,15.6,64.5
CUST00505,0,1,-0.1639,0.1608,17.3,11.8
CUST00506,1,1,0.1591,-0.0485,10.4,14.2
CUST00507,1,2,-0.2563,-0.8619,14.4,79.4
CUST00508,0,0,0.1711,0.1358,115.0,9.2
CUST00509,6,1,-0.5033,-0.1704,14.9,63.9
CUST00510,0,0,0.1931,-0.0957,10.5,13.1
CUST00511,3,5,-0.4925,-0.5496,5.7,60.5
CUST00512,2,2,-0.5615,-0.21,0.1,47.3
CUST00513,4,3,-0.1465,-0.06,5.4,51.0
CUST00514,1,2,0.1014,0.1262,14.3,16.6
CUST00515,1,2,-0.429,-0.3858,21.7,93.2
CUST00516,1,1,-0.1728,-0.0168,36.4,21.2
CUST00517,0,0,0.0292,0.0564,114.4,0.0
CUST00518,7,2,-0.2489,-0.2467,0.7,55.6
CUST00519,3,2,-0.4477,-0.2998,4.7,96.1
CUST00520,3,3,-0.2142,-0.0898,15.9,81.6
CUST00521,0,0,0.2263,-0.1237,5.2,4.1
CUST00522,3,5,-0.2979,-0.1922,5.6,98.1
CUST00523,2,2,-0.3582,-0.4185,24.8,53.8
CUST00524,4,2,-0.2113,-0.472,3.3,51.8
CUST00525,0,0,-0.0821,-0.2995,59.6,5.4
CUST00526,1,0,-0.0314,-0.0258,9.5,3.8
CUST00527,3,4,-0.2499,-0.2978,1.6,56.3
CUST00528,0,1,0.0361,0.0404,66.3,30.9
CUST00529,5,1,-0.5595,-0.3794,15.6,106.1
CUST00530,0,0,-0.0443,0.1346,21.6,8.5
CUST00531,0,0,0.0466,0.0408,60.4,10.1
CUST00532,0,0,0.0969,0.0206,158.0,17.7
CUST00533,0,0,0.1797,0.3433,23.9,7.5
CUST00534,2,1,-0.0634,0.0161,82.1,10.4
CUST00535,0,0,0.1027,-0.1578,52.3,13.3
CUST00536,0,0,0.0497,0.1249,59.8,16.6
CUST00537,0,0,0.0575,-0.0603,41.2,10.1
CUST00538,1,2,0.0857,-0.1662,16.2,7.6
CUST00539,0,0,-0.0617,0.0364,44.1,6.7
CUST00540,1,1,-0.328,-0.5694,0.1,58.9
CUST00541,3,0,-0.3815,-0.3548,2.2,75.5
CUST00542,6,0,-0.3886,-0.3235,12.0,89.4
CUST00543,5,2,-0.1735,-0.2275,9.0,62.8
CUST00544,2,0,-0.0394,-0.0193,22.4,13.7
CUST00545,1,3,-0.1903,-0.3898,29.8,78.9
CUST00546,1,2,-0.3808,-0.3736,9.4,61.5
CUST00547,4,2,-0.176,-0.3697,22.3,93.6
CUST00548,1,1,-0.3483,-0.8859,3.2,72.2
CUST00549,3,0,-0.5113,-0.5255,17.0,65.2
CUST00550,5,1,-0.3424,-0.2023,1.2,66.9
CUST00551,1,0,0.1136,-0.0047,4.9,0.0
CUST00552,2,2,-0.2889,-0.3088,0.1,55.4
CUST00553,0,0,0.0608,0.1156,13.5,20.9
CUST00554,2,2,-0.3629,-0.2777,1.6,80.4
CUST00555,2,1,-0.334,-0.4333,7.3,87.2
CUST00556,4,0,-0.3306,-0.072,10.4,72.9
CUST00557,5,1,-0.3051,-0.3381,2.4,95.2
CUST00558,2,2,-0.3596,-0.0386,3.2,69.3
CUST00559,3,3,-0.2722,-0.0512,17.5,24.9
CUST00560,0,0,-0.0719,0.0242,0.5,0.1
CUST00561,1,1,-0.0521,-0.1754,5.4,43.0
CUST00562,0,0,0.1425,-0.102,21.7,0.0
CUST00563,1,2,-0.2559,-0.2734,2.7,92.1
CUST00564,5,6,-0.5268,-0.4545,2.7,32.7
CUST00565,2,0,0.0112,-0.0147,37.8,8.4
CUST00566,1,1,-0.0196,0.0947,19.6,10.5
CUST00567,2,1,-0.5633,-0.3038,0.6,84.0
CUST00568,4,2,0.0287,-0.2731,5.6,65.1
CUST00569,0,0,0.0577,0.0808,14.7,11.0
CUST00570,1,0,-0.095,-0.5668,3.2,61.5
CUST00571,0,0,0.2491,-0.074,150.1,19.0
CUST00572,4,2,-0.4014,-0.5849,26.6,76.2
CUST00573,0,0,-0.2273,0.1934,162.1,31.7
CUST00574,5,1,-0.3937,-0.3459,9.4,69.5
CUST00575,7,0,-0.037,-0.3326,6.8,94.7
CUST00576,1,1,-0.1682,-0.4828,11.8,74.2
CUST00577,1,0,-0.0214,0.0716,27.0,16.8
CUST00578,4,3,-0.2816,-0.1193,7.5,52.2
CUST00579,0,1,0.0653,0.2558,11.5,13.1
CUST00580,4,2,-0.5435,-0.5049,2.4,67.1
CUST00581,1,0,0.0289,-0.152,1.3,0.0
CUST00582,1,0,0.2749,0.0616,37.1,9.1
CUST00583,4,0,-0.1393,-0.1536,0.6,60.3
CUST00584,5,4,-0.288,-0.6683,2.0,48.8
CUST00585,1,0,0.0294,-0.0269,2.6,0.4
CUST00586,0,0,0.3196,-0.0213,99.8,5.9
CUST00587,1,0,0.0254,0.1841,34.5,10.7
CUST00588,0,1,0.0172,0.0635,1.6,1.9
CUST00589,2,1,0.0298,0.0081,18.9,21.3
CUST00590,4,0,-0.3924,-0.6,24.6,68.8
CUST00591,1,5,-0.1233,-0.3884,3.2,57.0
CUST00592,2,5,-0.3162,-0.1876,23.8,40.2
CUST00593,2,0,-0.0505,-0.0642,64.4,12.6
CUST00594,4,4,-0.259,-0.4346,6.6,79.0
CUST00595,1,0,-0.0292,-0.1629,21.5,7.7
CUST00596,5,2,-0.2824,-0.2399,29.5,39.8
CUST00597,0,1,0.0049,-0.0474,145.5,12.6
CUST00598,0,1,-0.0943,-0.0207,35.1,22.5
CUST00599,4,2,-0.4464,-0.1144,4.4,47.6
CUST00600,1,1,-0.1225,-0.1088,102.3,13.6
CUST00601,4,4,-0.2335,-0.1805,4.5,67.8
CUST00602,3,1,0.0383,-0.0588,61.9,25.8
CUST00603,6,1,-0.1799,-0.1751,16.8,94.0
CUST00604,1,0,-0.0566,0.0658,35.6,7.6
CUST00605,4,0,-0.3826,-0.2711,11.9,67.6
CUST00606,0,0,0.0776,0.099,67.6,4.6
CUST00607,0,0,-0.0669,0.0871,13.5,6.2
CUST00608,0,0,0.1272,-0.0356,16.3,22.5
CUST00609,1,2,-0.1162,-0.5464,24.0,62.0
CUST00610,0,0,0.1179,-0.1045,40.8,24.4
CUST00611,7,0,-0.4313,0.0344,21.7,101.0
CUST00612,0,0,0.1331,-0.0175,6.1,18.6
CUST00613,0,0,0.1604,-0.0486,42.3,1.8
CUST00614,0,1,0.0507,0.092,200.1,17.5
CUST00615,3,0,-0.0518,0.1194,39.9,7.7
CUST00616,2,0,0.0873,0.0992,14.6,15.3
CUST00617,1,4,-0.4267,-0.29,19.0,41.1
CUST00618,0,1,-0.1371,0.0137,199.6,25.3
CUST00619,6,4,-0.1402,-0.4181,5.9,80.9
CUST00620,0,0,0.0564,0.2062,119.8,8.9
CUST00621,3,3,-0.4381,-0.5029,12.8,93.3
CUST00622,6,2,-0.3562,-0.162,1.3,54.4
CUST00623,3,3,-0.4509,-0.2497,16.3,73.1
CUST00624,0,1,0.0284,0.1039,94.1,9.1
CUST00625,0,1,-0.5365,-0.4555,0.4,61.6
CUST00626,0,0,0.1388,-0.06,4.4,17.7
CUST00627,6,1,-0.4279,0.0351,1.1,77.5
CUST00628,0,0,-0.1247,-0.0124,14.9,15.9
CUST00629,3,2,-0.3762,-0.001,13.3,71.1
CUST00630,0,0,-0.0508,-0.0458,21.7,6.5
CUST00631,0,0,-0.0464,-0.0802,28.3,27.0
CUST00632,4,1,-0.2475,-0.4962,8.4,60.0
CUST00633,1,2,0.0088,-0.1487,31.9,101.3
CUST00634,9,1,-0.1135,-0.2656,4.6,57.6
CUST00635,2,1,-0.4241,0.1006,16.0,77.6
CUST00636,0,0,0.0965,0.0947,15.6,2.2
CUST00637,0,0,-0.0039,0.043,93.2,21.3
CUST00638,4,2,-0.3822,-0.2686,4.9,38.9
CUST00639,2,5,-0.3224,0.1065,13.0,61.9
CUST00640,7,1,-0.4173,-0.087,6.7,64.6
CUST00641,4,0,-0.2305,-0.3794,26.8,67.9
CUST00642,0,3,-0.3444,-0.522,18.8,71.3
CUST00643,2,0,0.2256,0.1969,187.9,6.2
CUST00644,0,0,-0.0341,0.0305,61.6,9.6
CUST00645,2,3,-0.1105,-0.2539,0.1,30.8
CUST00646,2,3,-0.2982,-0.0313,1.5,87.5
CUST00647,0,1,-0.1072,-0.0998,79.9,22.5
CUST00648,0,1,-0.0059,-0.0903,23.6,15.6
CUST00649,0,0,0.0702,0.0902,34.1,7.9
CUST00650,0,0,0.0471,-0.1172,2.0,14.6
CUST00651,1,0,0.1155,0.0908,41.1,2.3
CUST00652,3,3,-0.3942,-0.0205,4.3,81.1
CUST00653,0,0,-0.0886,-0.0408,65.7,13.8
CUST00654,0,0,0.1558,0.0284,108.0,14.8
CUST00655,0,0,0.2029,-0.1155,8.8,15.9
CUST00656,0,0,0.1294,0.0672,96.0,4.1
CUST00657,0,0,-0.0498,0.1415,10.4,7.0
CUST00658,2,1,-0.06,-0.0719,57.5,25.5
CUST00659,0,0,0.087,-0.0592,117.6,1.0
CUST00660,2,2,-0.2233,-0.3278,10.7,87.3
CUST00661,1,0,0.049,-0.0212,5.0,5.6
CUST00662,1,0,-0.0392,0.2083,52.7,3.2
CUST00663,0,0,-0.0242,0.0932,24.4,10.3
CUST00664,0,0,0.1777,0.1053,39.2,2.6
CUST00665,0,1,0.1066,-0.0211,1.3,12.0
CUST00666,0,0,0.1889,0.4351,6.8,20.3
CUST00667,0,3,-0.3731,-0.6011,7.0,46.2
CUST00668,0,0,0.0069,0.0267,6.6,11.3
CUST00669,7,7,-0.2071,-0.3146,4.4,38.8
CUST00670,4,1,-0.2653,-0.3807,2.1,63.2
CUST00671,2,1,-0.2867,-0.5742,1.2,28.3
CUST00672,0,0,-0.0297,0.0869,37.1,13.8
CUST00673,0,0,-0.0163,0.0765,121.9,11.3
CUST00674,0,1,0.0535,-0.2368,122.9,11.3
CUST00675,2,2,-0.2274,-0.6843,2.4,36.0
CUST00676,2,2,-0.4283,-0.4513,13.1,67.0
CUST00677,4,1,-0.5269,-0.1904,4.9,59.8
CUST00678,0,1,0.0194,0.0635,123.1,3.3
CUST00679,0,0,0.0112,0.0523,105.0,13.6
CUST00680,0,0,0.0222,-0.1015,6.9,8.0
CUST00681,2,2,-0.1189,-0.4839,9.3,90.8
CUST00682,6,2,-0.256,-0.1414,4.5,65.6
CUST00683,0,1,-0.1039,-0.1221,2.1,12.3
CUST00684,0,0,0.1607,0.1374,21.1,9.9
CUST00685,1,1,-0.3184,-0.6385,2.4,24.5
CUST00686,2,2,-0.4256,-0.1828,2.8,57.5
CUST00687,0,1,0.0503,-0.0448,19.4,5.5
CUST00688,5,0,-0.277,-0.2882,0.4,77.4
CUST00689,0,0,-0.0765,0.03,40.5,9.9
CUST00690,1,4,-0.4882,-0.2835,12.3,38.0
CUST00691,0,0,0.0865,-0.159,44.4,3.0
CUST00692,1,1,0.1175,-0.1884,56.1,10.4
CUST00693,2,1,-0.2639,0.2022,6.4,4.6
CUST00694,1,0,0.1624,-0.1345,106.5,7.4
CUST00695,3,1,-0.1704,-0.3976,3.7,34.7
CUST00696,1,0,0.0668,0.0232,3.5,2.5
CUST00697,0,1,0.0155,0.0923,43.2,15.2
CUST00698,0,0,-0.0291,0.0308,137.8,10.3
CUST00699,0,0,-0.0238,0.0073,17.5,0.0
CUST00700,5,1,-0.1467,-0.6525,2.7,49.1
CUST00701,1,0,0.0215,0.1701,119.7,14.4
CUST00702,0,1,0.0499,0.0244,57.9,0.0
CUST00703,1,2,-0.3478,-0.3296,4.8,46.6
CUST00704,1,3,-0.3577,-0.4185,1.6,73.2
CUST00705,1,0,-0.0125,-0.0566,55.6,5.0
CUST00706,4,2,-0.3142,-0.052,16.7,98.0
CUST00707,3,3,-0.3784,-0.1618,1.9,69.7
CUST00708,2,0,0.2194,-0.1025,42.6,8.9
CUST00709,1,2,-0.2249,0.0657,4.5,89.8
CUST00710,1,0,0.1296,-0.122,15.2,19.3
CUST00711,0,0,0.0999,-0.0144,10.2,13.9
CUST00712,0,0,-0.0129,-0.0728,10.7,19.6
CUST00713,0,0,-0.0206,-0.1638,34.6,5.8
CUST00714,5,5,-0.4345,-0.3323,6.1,32.1
CUST00715,3,1,-0.4101,-0.3555,9.0,43.0
CUST00716,0,1,-0.0252,0.0358,17.2,1.8
CUST00717,1,0,0.0137,-0.0592,81.8,33.5
CUST00718,0,0,0.1275,0.0496,130.5,10.7
CUST00719,0,0,0.0276,0.1131,103.3,3.4
CUST00720,0,0,0.1399,0.0257,54.3,19.3
CUST00721,4,1,-0.5196,0.0008,5.7,87.5
CUST00722,2,2,-0.2528,-0.2194,0.9,79.1
CUST00723,4,2,-0.3789,-0.4051,15.7,94.0
CUST00724,0,1,0.0247,0.061,68.8,9.8
CUST00725,4,3,-0.3067,-0.4832,9.4,134.3
CUST00726,0,0,0.0599,-0.0509,15.8,11.3
CUST00727,1,0,0.1052,0.1535,102.9,6.2
CUST00728,5,2,-0.269,-0.4602,3.6,68.9
CUST00729,0,0,0.1848,0.2435,13.4,3.9
CUST00730,2,5,-0.2758,-0.0607,10.7,86.2
CUST00731,5,3,0.0302,-0.287,1.2,55.0
CUST00732,0,0,-0.1376,-0.0929,17.1,17.5
CUST00733,4,2,-0.3297,-0.5012,0.8,72.4
CUST00734,0,0,0.0745,-0.0532,4.7,12.0
CUST00735,1,1,0.1222,-0.0394,46.5,17.4
CUST00736,0,0,-0.0287,0.0671,19.0,15.5
CUST00737,1,5,-0.2214,-0.2692,19.6,57.9
CUST00738,3,0,-0.3606,-0.3194,3.3,65.1
CUST00739,4,0,-0.0939,-0.1757,1.2,55.9
CUST00740,3,1,0.0038,-0.0085,23.2,44.7
CUST00741,0,1,-0.0363,-0.0436,13.7,23.3
CUST00742,0,1,0.0059,0.0962,33.6,24.6
CUST00743,0,0,0.0114,0.1367,184.7,5.4
CUST00744,2,1,-0.5806,-0.3518,8.1,83.0
CUST00745,1,0,0.0973,-0.0247,316.7,5.9
CUST00746,5,3,-0.2855,-0.7831,10.0,96.2
CUST00747,0,0,-0.0889,-0.0161,34.6,9.0
CUST00748,0,0,0.0625,0.1077,7.8,19.1
CUST00749,0,0,0.0072,0.024,3.0,12.7
CUST00750,1,0,-0.1519,-0.4031,7.6,90.6
CUST00751,0,0,0.0389,0.0974,92.9,12.4
CUST00752,0,4,-0.3162,0.0541,1.5,44.8
CUST00753,0,0,0.0847,-0.0069,46.4,27.2
CUST00754,2,2,-0.3654,-0.328,3.6,23.0
CUST00755,4,3,-0.472,-0.2153,5.0,10.6
CUST00756,0,0,0.1595,-0.0175,19.7,15.8
CUST00757,2,2,-0.2772,-0.1591,5.3,94.2
CUST00758,1,0,0.0397,0.1773,13.5,14.3
CUST00759,1,0,-0.0209,0.1528,16.2,7.8
CUST00760,3,4,-0.3318,-0.3458,1.0,97.5
CUST00761,4,2,-0.0843,-0.4461,22.5,92.2
CUST00762,3,0,-0.3895,-0.3173,8.8,95.2
CUST00763,6,1,-0.362,-0.288,18.7,44.8
CUST00764,0,1,-0.236,0.1269,6.2,7.6
CUST00765,5,0,0.0021,-0.3528,4.2,27.0
CUST00766,0,2,0.0484,-0.0975,0.3,13.4
CUST00767,1,1,0.1172,-0.0458,41.9,3.6
CUST00768,0,0,-0.0193,-0.0289,177.3,15.1
CUST00769,0,0,-0.0709,0.0386,1.2,29.8
CUST00770,2,0,-0.1203,-0.4517,1.1,74.3
CUST00771,3,1,-0.2441,-0.7178,34.8,31.0
CUST00772,6,5,-0.1488,-0.1589,1.9,60.6
CUST00773,0,0,0.0863,0.0776,114.8,15.3
CUST00774,1,0,0.1655,0.0074,30.4,10.5
CUST00775,0,0,-0.0077,0.033,57.9,0.3
CUST00776,0,0,0.0304,0.0786,18.0,3.5
CUST00777,3,3,-0.3007,0.0167,2.1,62.9
CUST00778,2,2,-0.6347,-0.336,6.4,81.8
CUST00779,0,0,0.1518,0.0345,14.9,0.0
CUST00780,1,0,-0.0468,0.2236,12.8,12.2
CUST00781,3,3,-0.3633,-0.2498,5.7,49.9
CUST00782,0,1,0.0537,-0.0585,87.1,8.8
CUST00783,2,0,0.0106,-0.0901,164.1,1.5
CUST00784,3,3,-0.3487,0.0657,7.4,93.1
CUST00785,0,3,0.0317,-0.0329,15.6,4.1
CUST00786,0,0,-0.1425,0.1826,27.7,23.1
CUST00787,1,2,0.0321,0.0237,17.2,21.6
CUST00788,4,4,0.0357,-0.4669,13.8,93.4
CUST00789,2,0,0.1762,-0.0038,35.2,3.8
CUST00790,1,1,0.1562,0.194,23.8,17.4
CUST00791,0,0,0.079,0.0104,6.1,22.0
CUST00792,2,4,-0.2969,-0.1219,7.0,112.2
CUST00793,1,0,0.0234,-0.0514,12.0,9.4
CUST00794,6,2,-0.3205,-0.4588,19.8,65.6
CUST00795,1,6,0.0314,-0.1048,3.6,91.5
CUST00796,0,0,0.0213,-0.0336,34.0,13.5
CUST00797,1,0,0.0958,0.0573,254.2,15.2
CUST00798,5,2,-0.3472,-0.2856,2.0,81.3
CUST00799,0,1,0.137,0.1131,30.7,19.9
CUST00800,2,3,-0.2851,-0.4196,11.1,102.1
CUST00801,0,0,0.1885,0.0562,163.4,11.5
CUST00802,0,0,0.1951,0.0074,28.7,18.2
CUST00803,0,0,0.2513,0.0656,78.9,17.2
CUST00804,1,1,-0.2061,-0.0809,42.6,14.9
CUST00805,1,1,-0.3164,-0.5275,0.8,60.1
CUST00806,0,0,0.0598,0.0018,172.7,29.8
CUST00807,8,2,-0.1655,-0.5455,7.0,87.0
CUST00808,0,0,-0.0971,0.0684,197.3,7.7
CUST00809,1,5,-0.2732,-0.0607,4.3,70.5
CUST00810,3,0,-0.1268,-0.5174,17.7,91.0
CUST00811,0,0,0.0963,-0.1527,124.2,22.5
CUST00812,0,0,0.1092,0.1347,62.9,12.4
CUST00813,0,0,0.095,-0.0165,117.1,16.3
CUST00814,0,1,0.1273,0.0587,25.2,10.7
CUST00815,2,4,-0.2768,-0.363,9.5,80.4
CUST00816,0,0,-0.0469,0.0709,221.3,12.3
CUST00817,0,1,0.1313,-0.0426,230.4,10.2
CUST00818,0,0,0.0988,-0.0579,14.4,9.7
CUST00819,3,0,0.0174,0.0077,50.6,24.8
CUST00820,0,0,0.1584,-0.0236,111.7,5.3
CUST00821,3,0,0.0954,-0.0834,19.9,14.0
CUST00822,1,2,-0.1161,-0.4312,7.6,37.9
CUST00823,1,0,-0.0295,0.1943,1.2,5.9
CUST00824,1,2,-0.0397,0.214,81.3,0.0
CUST00825,1,1,0.1232,-0.3947,0.5,89.1
CUST00826,5,4,-0.1498,-0.4177,14.9,79.0
CUST00827,0,2,-0.1288,-0.1681,3.0,94.5
CUST00828,2,3,-0.3109,-0.5467,15.1,76.3
CUST00829,2,0,-0.0427,0.0336,17.6,13.4
CUST00830,0,0,0.1334,0.0331,17.8,21.0
CUST00831,0,0,-0.163,-0.1213,36.9,4.9
CUST00832,0,0,-0.04,0.1296,94.8,22.7
CUST00833,0,1,0.231,0.0104,4.3,1.1
CUST00834,1,0,0.1925,-0.0009,70.7,21.7
CUST00835,0,0,0.1046,-0.0345,6.7,0.3
CUST00836,2,2,-0.2104,-0.3973,3.2,60.3
CUST00837,0,0,0.0339,0.0289,100.5,8.3
CUST00838,2,0,-0.3822,-0.2175,8.0,80.5
CUST00839,0,0,0.0192,-0.1405,70.2,2.0
CUST00840,0,1,0.0895,0.0623,19.0,20.4
CUST00841,3,4,-0.247,-0.478,12.9,34.7
CUST00842,6,4,-0.3247,-0.4969,3.5,72.4
CUST00843,0,1,0.1101,-0.0766,21.6,17.3
CUST00844,6,5,0.0107,-0.3096,24.7,77.2
CUST00845,1,0,0.0051,-0.082,121.8,20.7
CUST00846,7,3,-0.283,-0.3693,45.8,85.0
CUST00847,1,3,-0.1509,-0.2811,31.6,60.8
CUST00848,4,1,-0.4425,-0.2383,3.3,109.5
CUST00849,0,1,0.0058,0.0316,41.6,14.4
CUST00850,0,0,-0.057,-0.0196,68.0,14.0
CUST00851,1,0,0.0268,0.0674,39.6,11.5
CUST00852,5,2,-0.3764,-0.6238,12.4,85.2
CUST00853,0,0,-0.0032,0.0189,51.6,20.7
CUST00854,0,1,-0.1102,0.2494,25.1,12.5
CUST00855,3,1,-0.3037,-0.3576,18.6,70.7
CUST00856,4,2,0.0368,-0.156,1.9,29.6
CUST00857,1,0,-0.4324,-0.3169,0.3,44.7
CUST00858,2,0,0.0831,-0.0412,40.8,14.3
CUST00859,0,1,0.1156,-0.0294,6.8,25.0
CUST00860,3,1,-0.4194,-0.5431,6.4,56.9
CUST00861,0,2,-0.0201,-0.4906,17.4,41.1
CUST00862,3,0,-0.1113,-0.3859,13.2,100.2
CUST00863,1,0,0.1461,0.095,2.4,15.3
CUST00864,2,3,-0.2485,-0.5927,1.5,81.3
CUST00865,2,3,-0.26,-0.1483,19.0,35.4
CUST00866,1,2,0.06,-0.0711,104.7,4.7
CUST00867,1,0,0.0743,0.018,6.6,0.0
CUST00868,1,1,0.045,-0.0502,31.6,13.6
CUST00869,0,0,0.0486,0.1058,143.5,21.7
CUST00870,1,0,0.1149,0.1598,290.2,6.6
CUST00871,0,1,-0.0118,0.0042,144.0,4.1
CUST00872,5,2,-0.2449,-0.2511,9.9,47.0
CUST00873,1,0,0.0454,0.1034,23.7,7.4
CUST00874,1,1,0.0264,-0.1107,0.1,12.1
CUST00875,0,0,-0.1411,-0.0385,25.7,12.0
CUST00876,0,3,-0.4935,-0.4838,0.5,51.0
CUST00877,0,0,0.0496,-0.0952,5.6,22.1
CUST00878,0,0,0.0748,0.0285,106.2,12.3
CUST00879,0,0,0.0524,0.0679,11.8,11.9
CUST00880,0,0,0.091,0.0803,67.5,6.8
CUST00881,1,0,0.0709,-0.0324,3.8,4.3
CUST00882,3,1,-0.2237,-0.4633,15.5,72.9
CUST00883,3,3,-0.0966,-0.2655,1.1,39.5
CUST00884,0,4,-0.2394,-0.5494,11.4,66.8
CUST00885,4,1,-0.1936,-0.3982,4.1,50.7
CUST00886,1,0,0.1525,0.0315,25.8,12.9
CUST00887,3,2,-0.4339,-0.286,11.9,52.7
CUST00888,1,0,0.0182,0.1376,23.1,4.1
CUST00889,2,1,-0.1723,-0.3546,8.0,65.5
CUST00890,3,1,-0.2858,-0.0618,11.8,79.4
CUST00891,3,3,-0.5258,-0.5656,5.1,71.7
CUST00892,2,7,-0.2229,-0.3848,21.5,93.2
CUST00893,2,0,-0.5249,-0.347,12.8,42.3
CUST00894,1,0,0.0317,0.0681,9.9,22.6
CUST00895,6,2,-0.5146,-0.4456,0.1,59.1
CUST00896,0,0,0.0732,-0.1249,77.8,5.0
CUST00897,6,1,-0.3859,-0.3977,4.2,49.2
CUST00898,0,0,0.1009,0.007,21.6,18.3
CUST00899,0,1,0.0067,0.2314,29.6,10.8
